,living_space,rooms,cold_rent,quarter,city,postcode,rent_per_square_meter,publish_date,latitude,longitude,geometry,osm_id,code,fclass,name,dist
3079,113.4,3.5,1440.0,Blankenese,Hamburg,22587,15.24,2019-03-28 23:00:00,53.56673712952485,9.792993049358813,POINT (9.792993049358813 53.56673712952485),308012957,2902,bench,,0.0018814564880477063
3080,27.6,1.5,568.8,Altona-Nord,Hamburg,22769,24.732,2019-02-28 23:00:00,53.56302550427159,9.946171750793864,POINT (9.946171750793864 53.56302550427159),568393356,2083,kindergarten,Kita Koldingstraße,0.0009795134399088116
3081,117.48,3.5,1762.8,Othmarschen,Hamburg,22763,18.012,2019-06-30 22:00:00,53.558225846156596,9.90262087710525,POINT (9.90262087710525 53.5582258461566),3578105524,2205,playground,,0.0004140678078338252
3082,40.8,1.5,480.0,Lokstedt,Hamburg,22529,14.112,2019-01-31 23:00:00,53.600996246420564,9.95603368716702,POINT (9.95603368716702 53.60099624642056),3376808516,2513,florist,Magnolia,0.0001143260668900716
3083,40.68,1.5,912.0,Hohenfelde,Hamburg,22087,26.904,2019-06-30 22:00:00,53.56099234071346,10.032635127772046,POINT (10.03263512777205 53.56099234071346),1896506329,2083,kindergarten,Kita Elisenstraße,0.0005058068764445207
3084,79.2,3.5,910.8,Rissen,Hamburg,22559,13.8,2019-01-31 23:00:00,53.58092106236525,9.753281440685974,POINT (9.753281440685974 53.58092106236525),4984199972,2501,supermarket,PENNY,0.0007505760056057034
3085,137.4,4.5,1648.8,Jenfeld,Hamburg,22043,14.4,2019-04-30 22:00:00,53.5743321972362,10.135354975479963,POINT (10.13535497547996 53.5743321972362),4142368946,2012,community_centre,Jenfeld-Haus,0.0015529285515892073
3086,85.2,2.5,756.0,Heimfeld,Hamburg,21075,10.644,2019-01-31 23:00:00,53.46363423681771,9.96438312454158,POINT (9.96438312454158 53.46363423681771),6570695407,2520,jeweller,Perlenträume,0.00064183780093638
3087,132.0,5.0,1860.0,Eppendorf,Hamburg,20249,16.908,2019-01-31 23:00:00,53.58672876798087,9.98135363699189,POINT (9.981353636991891 53.58672876798087),872666077,2724,memorial,Käthe Eschwege geb. Naphtaly,0.0005631443817315294
3088,84.0,3.5,984.0,Ohlsdorf,Hamburg Ohlsdorf,22337,14.052,2019-06-30 22:00:00,53.61005120307562,10.0418462373062,POINT (10.0418462373062 53.61005120307562),773374271,2032,recycling_paper,,0.0003563035459318046
